# StartTime = 07/20/2018 01:57:57.9559 PM
Time (sec), Vehicle speed (MPH), Engine RPM (RPM), Absolute throttle position (%), Absolute load value (%)
18.625,53.43792,3012,30.19608,65.09804
18.689,53.43792,3012,30.19608,65.09804
18.749,53.43792,3022,30.19608,65.09804
18.811,53.43792,3022,30.19608,65.88235
18.875,53.43792,3022,30.19608,65.88235
18.939,53.43792,3041,30.19608,65.88235
18.999,53.43792,3041,30.19608,66.66666
19.065,54.05929,3041,30.19608,66.66666
19.125,54.05929,3041,30.19608,66.66666
19.189,54.05929,3036,30.19608,66.66666
19.253,54.05929,3036,30.19608,66.27451
19.311,54.05929,3036,30.19608,66.27451
19.375,54.05929,3052,30.19608,66.27451
19.439,54.05929,3052,30.19608,64.70588
19.499,54.68066,3052,30.19608,64.70588
19.561,54.68066,3052,30.19608,64.70588
19.625,54.68066,3064,30.19608,64.70588
19.689,54.68066,3064,30.19608,66.27451
19.749,54.68066,3064,30.19608,66.27451
19.811,54.68066,3081,30.19608,66.27451
19.875,54.68066,3081,30.19608,66.27451
19.939,54.68066,3081,30.19608,66.27451
19.999,54.68066,3087,30.19608,66.27451
20.061,54.68066,3087,30.19608,65.4902
20.125,55.30204,3087,30.19608,65.4902
20.189,55.30204,3087,30.19608,65.4902
20.25,55.30204,3090,30.19608,65.4902
20.315,55.30204,3090,30.19608,64.70588
20.375,55.30204,3090,30.19608,64.70588
20.439,55.30204,3110,30.19608,64.70588
20.499,55.30204,3110,30.19608,66.66666
20.561,55.30204,3110,30.19608,66.66666
20.625,55.30204,3110,30.19608,66.66666
20.689,55.30204,3121,30.19608,66.66666
20.749,55.92341,3121,30.19608,65.09804
20.812,55.92341,3121,30.19608,65.09804
20.876,55.92341,3132,30.19608,65.09804
20.936,55.92341,3132,30.19608,64.31373
21,55.92341,3132,30.19608,64.31373
21.062,55.92341,3132,30.19608,64.31373
21.126,55.92341,3136,29.80392,64.31373
21.19,55.92341,3136,29.80392,63.92157
21.25,55.92341,3136,29.80392,63.92157
21.315,55.92341,3157,29.80392,63.92157
21.375,55.92341,3157,29.80392,64.70588
21.439,56.54478,3157,29.80392,64.70588
21.499,56.54478,3157,29.80392,64.70588
21.562,56.54478,3168,29.80392,64.70588
21.626,56.54478,3168,29.80392,65.88235
21.686,56.54478,3168,29.80392,65.88235
21.75,56.54478,3172,29.01961,65.88235
21.815,56.54478,3172,29.01961,63.52941
21.875,56.54478,3172,29.01961,63.52941
21.939,56.54478,3184,29.01961,63.52941
21.999,56.54478,3184,28.23529,63.52941
22.061,56.54478,3184,28.23529,62.35294
22.125,56.54478,3184,28.23529,62.35294
22.189,56.54478,3201,28.23529,62.35294
22.25,56.54478,3201,28.23529,62.7451
22.315,57.16615,3201,28.23529,62.7451
22.375,57.16615,3201,29.80392,62.7451
22.439,57.16615,3201,29.80392,66.66666
22.499,57.16615,3201,29.80392,66.66666
22.565,57.16615,3201,29.80392,66.66666
22.625,57.16615,3218,29.41176,66.66666
22.689,57.78752,3218,29.41176,63.92157
22.749,57.78752,3218,29.41176,63.92157
22.811,57.78752,3228,29.01961,63.92157
22.875,57.78752,3228,29.01961,64.70588
22.939,57.78752,3228,29.01961,64.70588
22.999,57.78752,3235,29.01961,64.70588
23.062,57.78752,3235,28.62745,62.35294
23.125,57.78752,3235,28.62745,62.35294
23.188,57.78752,3259,28.62745,62.35294
23.251,57.78752,3259,28.62745,62.7451
23.314,57.78752,3259,28.62745,62.7451
23.376,57.78752,3259,28.62745,62.7451
23.437,57.78752,3262,28.62745,62.7451
23.501,57.78752,3262,28.62745,64.31373
23.565,58.40889,3262,28.62745,64.31373
23.625,58.40889,3267,28.62745,64.31373
23.689,58.40889,3267,28.62745,63.13726
23.749,58.40889,3267,28.62745,63.13726
23.815,58.40889,3267,28.62745,63.13726
23.875,58.40889,3285,28.62745,63.13726
23.939,58.40889,3285,28.62745,62.7451
23.999,58.40889,3285,28.62745,62.7451
24.061,58.40889,3296,28.62745,62.7451
24.125,58.40889,3296,28.62745,63.92157
24.189,59.03026,3296,28.62745,63.92157
24.249,59.03026,3296,28.62745,63.92157
24.315,59.03026,3303,28.62745,63.92157
24.375,59.03026,3303,28.62745,64.70588
24.439,59.03026,3303,28.62745,64.70588
24.499,59.03026,3314,28.62745,64.70588
24.565,59.03026,3314,28.23529,63.13726
24.625,59.03026,3314,28.23529,63.13726
24.689,59.03026,3314,28.23529,63.13726
24.749,59.03026,3327,27.84314,61.96078
24.811,59.65163,3327,27.84314,61.96078
24.875,59.65163,3327,27.84314,61.96078
24.939,59.65163,3345,27.45098,61.96078
24.999,59.65163,3345,27.45098,60
25.065,59.65163,3345,27.45098,60
25.125,59.65163,3346,27.45098,60
25.189,59.65163,3346,27.45098,60
25.249,59.65163,3346,27.45098,60.39216
25.312,59.65163,3360,27.45098,60.39216
25.376,59.65163,3360,27.45098,60.39216
25.439,60.27301,3360,27.45098,59.21569
25.5,60.27301,3360,27.45098,59.21569
25.562,60.27301,3367,27.45098,59.21569
25.626,60.27301,3367,27.45098,59.21569
25.686,60.27301,3367,27.45098,59.21569
25.75,60.27301,3384,27.45098,59.21569
25.811,60.27301,3384,27.45098,59.60784
25.875,60.27301,3384,27.45098,59.60784
25.939,60.27301,3384,27.45098,59.60784
25.999,60.27301,3387,26.66667,59.60784
26.061,60.27301,3387,26.66667,56.47059
