# StartTime = 07/20/2018 01:27:32.0329 PM
Time (sec), Vehicle speed (MPH), Engine RPM (RPM), Absolute throttle position (%), Absolute load value (%)
13.563,62.75849,2843,44.31372,83.13725
13.626,62.75849,2856,43.13726,83.13725
13.688,62.75849,2856,43.13726,82.35294
13.751,62.75849,2856,43.13726,82.35294
13.815,62.75849,2870,43.13726,82.35294
13.879,62.75849,2870,43.13726,83.52941
13.94,63.37986,2870,43.13726,83.52941
14,63.37986,2870,43.13726,83.52941
14.064,63.37986,2873,40.78431,83.52941
14.128,63.37986,2873,40.78431,79.60784
14.188,63.37986,2873,40.78431,79.60784
14.25,63.37986,2873,40.78431,79.60784
14.314,63.37986,2891,40.78431,79.60784
14.378,64.00124,2891,40.78431,74.5098
14.438,64.00124,2891,40.78431,74.5098
14.5,64.00124,2900,40.39216,74.5098
14.564,64.00124,2900,40.39216,74.90196
14.628,64.00124,2900,40.39216,74.90196
14.688,64.00124,2914,40.39216,74.90196
14.75,64.00124,2914,40.39216,80.39216
14.814,64.00124,2914,40.39216,80.39216
14.877,64.00124,2914,40.39216,80.39216
14.941,64.00124,2926,40,80.39216
15,64.6226,2926,40,74.5098
15.064,64.6226,2926,40,74.5098
15.128,64.6226,2944,40,74.5098
15.188,64.6226,2944,40,78.03922
15.25,64.6226,2944,40,78.03922
15.314,64.6226,2945,40,78.03922
15.378,64.6226,2945,40,78.03922
15.438,65.24397,2945,40,73.33334
15.5,65.24397,2945,40,73.33334
15.564,65.24397,2965,40,73.33334
15.628,65.24397,2965,40,76.07843
15.688,65.24397,2965,40,76.07843
15.75,65.24397,2969,40,76.07843
15.814,65.24397,2969,40.39216,74.90196
15.878,65.24397,2969,40.39216,74.90196
15.941,65.24397,2969,40.39216,74.90196
16.003,65.24397,2980,39.21569,74.90196
16.063,65.24397,2980,39.21569,76.07843
16.127,65.86535,2980,39.21569,76.07843
16.191,65.86535,2984,39.21569,76.07843
16.251,65.86535,2984,38.82353,78.03922
16.315,65.86535,2984,38.82353,78.03922
16.375,65.86535,2984,38.82353,78.03922
16.439,65.86535,3009,37.64706,78.03922
16.5,66.48672,3009,37.64706,77.64706
16.564,66.48672,3019,37.64706,77.64706
16.628,66.48672,3019,37.2549,77.64706
16.688,66.48672,3019,37.2549,76.86275
16.75,66.48672,3019,37.2549,76.86275
16.814,66.48672,3031,37.2549,76.86275
16.877,66.48672,3031,34.5098,72.15686
16.938,67.10809,3031,34.5098,72.15686
17.003,67.10809,3031,34.5098,72.15686
17.063,67.10809,3045,34.5098,71.37255
17.127,67.10809,3045,34.5098,71.37255
17.187,67.10809,3045,34.5098,71.37255
17.25,67.10809,3050,34.5098,71.37255
17.314,67.10809,3050,34.5098,72.94118
17.378,67.10809,3050,34.5098,72.94118
17.438,67.10809,3062,34.5098,72.94118
17.5,67.10809,3062,34.11765,75.29412
17.564,67.10809,3062,34.11765,75.29412
17.628,67.10809,3062,34.11765,75.29412
17.688,67.10809,3068,32.94118,75.29412
17.75,67.72946,3068,32.94118,67.84314
17.814,67.72946,3068,32.94118,67.84314
17.878,67.72946,3080,32.94118,67.84314
17.938,67.72946,3080,32.94118,72.15686
18,67.72946,3080,32.94118,72.15686
18.064,67.72946,3080,32.94118,72.15686
18.128,67.72946,3094,33.72549,72.15686
18.188,68.35083,3094,33.72549,69.01961
18.25,68.35083,3094,33.72549,69.01961
18.314,68.35083,3100,33.72549,69.01961
18.378,68.35083,3100,35.29412,75.68627
18.441,68.35083,3100,35.29412,75.68627
18.5,68.35083,3119,35.29412,75.68627
18.563,68.35083,3119,35.29412,73.72549
18.626,68.97221,3119,35.29412,73.72549
18.689,68.97221,3128,35.29412,73.72549
18.753,68.97221,3128,33.72549,70.19608
18.813,68.97221,3128,33.72549,70.19608
18.877,68.97221,3128,33.72549,70.19608
18.94,68.97221,3138,33.72549,70.19608
19.003,68.97221,3138,33.72549,72.54902
19.062,68.97221,3138,33.72549,72.54902
19.126,68.97221,3155,33.72549,72.54902
19.19,68.97221,3155,33.72549,72.54902
19.25,69.59357,3155,33.72549,74.5098
19.314,69.59357,3155,33.72549,74.5098
