# StartTime = 07/20/2018 02:05:13.6590 PM									
Time (sec)	 Vehicle speed (MPH)	 Engine RPM (RPM)	 Absolute throttle position (%)	 Absolute load value (%)		MPH	RPM	Throttle 	Load
65.688	59.65163	2711	23.13725	44.31372		60	2750	23	44
65.752	59.65163	2715	23.13725	44.31372		60	2750	23	44
65.812	59.65163	2715	23.13725	46.27451		60	2750	23	46
65.874	59.65163	2715	23.13725	46.27451		60	2750	23	46
65.938	59.65163	2715	23.13725	46.27451		60	2750	23	46
66.002	59.65163	2708	21.56863	46.27451		60	2750	22	46
66.061	59.65163	2708	21.56863	46.27451		60	2750	22	46
66.124	59.65163	2708	21.56863	46.27451		60	2750	22	46
66.188	59.65163	2698	21.56863	46.27451		60	2750	22	46
66.252	59.65163	2698	15.29412	29.01961		60	2750	15	30
66.312	59.65163	2698	15.29412	29.01961		60	2750	15	30
66.374	59.65163	2698	15.29412	29.01961		60	2750	15	30
66.438	59.65163	2657	15.68627	29.01961		60	2625	16	30
66.502	59.65163	2657	15.68627	11.76471		60	2625	16	12
66.562	59.65163	2657	15.68627	11.76471		60	2625	16	12
66.624	59.65163	2684	20	11.76471		60	2625	20	12
66.688	59.65163	2684	20	29.41176		60	2625	20	30
66.752	59.65163	2684	20	29.41176		60	2625	20	30
66.812	59.65163	2684	20	29.41176		60	2625	20	30
66.874	59.65163	2687	20	29.41176		60	2625	20	30
66.938	58.40889	2687	20	28.62745		57	2625	20	28
67.001	58.40889	2687	20	28.62745		57	2625	20	28
67.062	58.40889	2671	20	28.62745		57	2625	20	28
67.124	58.40889	2671	22.7451	38.03922		57	2625	23	38
67.188	59.03026	2671	22.7451	38.03922		60	2625	23	38
67.252	59.03026	2671	22.7451	38.03922		60	2625	23	38
67.312	59.03026	2673	24.31373	54.5098		60	2625	24	54
67.375	59.03026	2673	24.31373	54.5098		60	2625	24	54
67.439	59.03026	2673	24.31373	54.5098		60	2625	24	54
67.502	59.03026	2673	23.52941	54.5098		60	2625	24	54
67.565	59.03026	2673	23.52941	52.54902		60	2625	24	52
67.627	59.03026	2673	23.52941	52.54902		60	2625	24	52
67.686	59.03026	2672	21.96078	52.54902		60	2625	22	52
67.749	59.03026	2672	21.96078	40.39216		60	2625	22	40
67.815	59.03026	2672	21.96078	40.39216		60	2625	22	40
67.875	59.03026	2666	21.96078	40.39216		60	2625	22	40
67.939	59.03026	2666	21.56863	39.21569		60	2625	22	40
67.999	59.03026	2666	21.56863	39.21569		60	2625	22	40
68.061	59.03026	2664	21.56863	39.21569		60	2625	22	40
68.127	59.03026	2664	20.78431	34.11765		60	2625	21	34
68.187	58.40889	2664	20.78431	34.11765		57	2625	21	34
68.251	58.40889	2664	20.78431	34.11765		57	2625	21	34
68.314	58.40889	2660	20.78431	34.11765		57	2625	21	34
68.375	58.40889	2660	20.78431	33.72549		57	2625	21	34
68.439	58.40889	2660	20.78431	33.72549		57	2625	21	34
68.499	58.40889	2658	20.78431	33.72549		57	2625	21	34
68.563	58.40889	2658	20.78431	34.90196		57	2625	21	34
68.624	58.40889	2658	20.78431	34.90196		57	2625	21	34
68.688	58.40889	2652	20.78431	34.90196		57	2625	21	34
68.752	58.40889	2652	20.78431	34.90196		57	2625	21	34
68.812	58.40889	2652	20.78431	34.5098		57	2625	21	34
68.874	58.40889	2652	20.78431	34.5098		57	2625	21	34
68.938	58.40889	2644	20.78431	34.5098		57	2625	21	34
69.002	58.40889	2644	18.03922	34.5098		57	2625	18	34
69.063	57.78752	2644	18.03922	34.5098		57	2625	18	34
69.124	57.78752	2644	18.03922	34.5098		57	2625	18	34
69.189	57.78752	2631	15.68627	34.5098		57	2625	16	34
69.252	57.16615	2631	15.68627	10.98039		57	2625	16	10
69.312	57.16615	2631	15.68627	10.98039		57	2625	16	10
69.374	57.16615	2638	20.78431	10.98039		57	2625	21	10
69.438	58.40889	2638	20.78431	16.07843		57	2625	21	16
69.502	58.40889	2638	20.78431	16.07843		57	2625	21	16
69.563	58.40889	2635	20.78431	16.07843		57	2625	21	16
69.625	58.40889	2635	20.78431	34.90196		57	2625	21	34
69.689	57.78752	2635	20.78431	34.90196		57	2625	21	34
69.749	57.78752	2615	20.78431	34.90196		57	2625	21	34
69.813	57.78752	2615	20.39216	31.37255		57	2625	20	32
69.874	57.78752	2615	20.39216	31.37255		57	2625	20	32
69.938	57.78752	2615	20.39216	31.37255		57	2625	20	32
70.002	57.78752	2612	20.39216	31.37255		57	2625	20	32
70.063	57.78752	2612	20.39216	31.37255		57	2625	20	32
70.124	57.78752	2612	20.39216	31.37255		57	2625	20	32
70.188	57.78752	2615	20.39216	31.37255		57	2625	20	32
70.249	57.78752	2615	21.96078	34.5098		57	2625	22	34
70.313	57.78752	2615	21.96078	34.5098		57	2625	22	34
70.374	57.78752	2615	21.96078	34.5098		57	2625	22	34
70.438	57.78752	2613	22.35294	34.5098		57	2625	22	34
70.502	57.78752	2613	22.35294	41.96078		57	2625	22	42
70.564	57.78752	2613	22.35294	41.96078		57	2625	22	42
70.624	57.78752	2614	21.96078	41.96078		57	2625	22	42
70.688	57.16615	2614	21.96078	41.56863		57	2625	22	42
70.752	57.16615	2614	21.96078	41.56863		57	2625	22	42
70.812	57.16615	2613	21.96078	41.56863		57	2625	22	42
70.874	57.16615	2613	22.7451	44.31372		57	2625	23	44
70.938	57.16615	2613	22.7451	44.31372		57	2625	23	44
71.002	57.16615	2613	22.7451	44.31372		57	2625	23	44
71.063	57.16615	2608	21.96078	44.31372		57	2625	22	44
71.124	57.16615	2608	21.96078	41.56863		57	2625	22	42
71.188	57.16615	2608	21.96078	41.56863		57	2625	22	42
71.252	57.16615	2608	21.96078	41.56863		57	2625	22	42
71.312	57.16615	2608	21.56863	38.43137		57	2625	22	38
71.374	57.16615	2608	21.56863	38.43137		57	2625	22	38
71.438	57.16615	2607	21.56863	38.43137		57	2625	22	38
71.502	57.16615	2607	21.56863	38.43137		57	2625	22	38
71.563	57.16615	2607	21.56863	38.82353		57	2625	22	38
71.624	57.16615	2607	21.56863	38.82353		57	2625	22	38
71.688	57.16615	2607	21.56863	38.82353		57	2625	22	38
71.752	57.16615	2607	21.56863	38.82353		57	2625	22	38
71.812	57.16615	2607	21.56863	38.82353		57	2625	22	38
71.874	57.16615	2607	21.56863	38.82353		57	2625	22	38
71.938	57.16615	2601	21.56863	38.82353		57	2625	22	38
72.002	57.16615	2601	21.56863	38.43137		57	2625	22	38
72.062	57.16615	2601	21.56863	38.43137		57	2625	22	38
72.124	57.16615	2602	21.56863	38.43137		57	2625	22	38
72.188	57.16615	2602	21.56863	38.43137		57	2625	22	38
72.251	57.16615	2602	21.56863	38.43137		57	2625	22	38
72.313	57.16615	2597	21.56863	38.43137		57	2625	22	38
72.374	57.16615	2597	21.56863	39.21569		57	2625	22	40
72.438	57.16615	2597	21.56863	39.21569		57	2625	22	40
72.502	57.16615	2594	21.56863	39.21569		57	2625	22	40
72.565	57.16615	2594	18.03922	39.21569		57	2625	18	40
72.628	57.16615	2594	18.03922	29.80392		57	2625	18	30
72.687	57.16615	2594	18.03922	29.80392		57	2625	18	30
72.749	57.16615	2581	15.29412	29.80392		57	2625	15	30
72.812	56.54478	2581	15.29412	10.58823		57	2625	15	10
72.874	56.54478	2581	15.29412	10.58823		57	2625	15	10
72.938	56.54478	2579	15.29412	10.58823		57	2625	15	10
73.002	56.54478	2579	17.64706	14.11765		57	2625	18	14
73.064	56.54478	2579	17.64706	14.11765		57	2625	18	14
73.124	56.54478	2579	17.64706	14.11765		57	2625	18	14
73.188	56.54478	2579	18.43137	14.11765		57	2625	18	14
73.252	56.54478	2579	18.43137	19.60784		57	2625	18	20
73.314	56.54478	2579	18.43137	19.60784		57	2625	18	20
73.376	56.54478	2561	18.43137	19.60784		57	2500	18	20
73.436	56.54478	2561	18.43137	21.17647		57	2500	18	22
73.5	56.54478	2561	18.43137	21.17647		57	2500	18	22
73.564	56.54478	2552	18.43137	21.17647		57	2500	18	22
73.624	56.54478	2552	20.39216	20.78431		57	2500	20	20
73.688	55.92341	2552	20.39216	20.78431		57	2500	20	20
73.752	55.92341	2552	20.39216	20.78431		57	2500	20	20
73.812	55.92341	2551	21.17647	20.78431		57	2500	21	20
73.874	55.92341	2551	21.17647	33.72549		57	2500	21	34
73.938	55.92341	2551	21.17647	33.72549		57	2500	21	34
74.002	55.92341	2545	21.17647	33.72549		57	2500	21	34
74.062	55.92341	2545	21.17647	38.03922		57	2500	21	38
74.125	55.92341	2545	21.17647	38.03922		57	2500	21	38
74.189	55.92341	2544	21.17647	38.03922		57	2500	21	38
74.249	55.92341	2544	21.17647	37.2549		57	2500	21	38
74.313	55.92341	2544	21.17647	37.2549		57	2500	21	38
74.375	55.92341	2544	21.17647	37.2549		57	2500	21	38
74.437	55.92341	2542	21.17647	37.2549		57	2500	21	38
74.501	55.92341	2542	21.17647	37.2549		57	2500	21	38
74.563	55.92341	2542	21.17647	37.2549		57	2500	21	38
74.624	55.92341	2543	22.7451	37.2549		57	2500	23	38
74.688	55.92341	2543	22.7451	45.88235		57	2500	23	46
74.752	55.92341	2543	22.7451	45.88235		57	2500	23	46
74.812	55.92341	2544	22.7451	45.88235		57	2500	23	46
74.874	55.92341	2544	23.52941	50.98039		57	2500	24	50
74.938	55.92341	2544	23.52941	50.98039		57	2500	24	50
75.002	55.92341	2544	23.52941	50.98039		57	2500	24	50
75.062	55.92341	2544	23.52941	50.98039		57	2500	24	50
75.124	55.92341	2544	23.52941	50.98039		57	2500	24	50
75.188	55.92341	2544	23.52941	50.98039		57	2500	24	50
75.252	55.92341	2549	23.52941	50.98039		57	2500	24	50
75.312	55.92341	2549	23.52941	49.80392		57	2500	24	50
75.374	55.92341	2549	23.52941	49.80392		57	2500	24	50
75.438	55.92341	2549	23.52941	49.80392		57	2500	24	50
75.503	55.92341	2550	23.52941	49.80392		57	2500	24	50
75.563	55.92341	2550	23.52941	49.80392		57	2500	24	50
75.624	55.92341	2550	23.52941	49.80392		57	2500	24	50
75.688	55.92341	2551	23.52941	49.80392		57	2500	24	50
75.752	55.92341	2551	23.52941	49.80392		57	2500	24	50
75.812	56.54478	2551	23.52941	49.80392		57	2500	24	50
75.874	56.54478	2551	23.52941	49.80392		57	2500	24	50
75.938	56.54478	2552	22.35294	49.80392		57	2500	22	50
76.002	55.92341	2552	22.35294	43.52941		57	2500	22	44
76.062	55.92341	2552	22.35294	43.52941		57	2500	22	44
76.125	55.92341	2556	22.35294	43.52941		57	2500	22	44
76.189	55.92341	2556	22.35294	43.52941		57	2500	22	44
76.249	55.92341	2556	22.35294	43.52941		57	2500	22	44
76.313	55.92341	2552	22.35294	43.52941		57	2500	22	44
76.374	55.92341	2552	23.13725	45.4902		57	2500	23	46
76.438	55.92341	2552	23.13725	45.4902		57	2500	23	46
76.502	55.92341	2552	23.13725	45.4902		57	2500	23	46
76.564	55.92341	2555	23.13725	45.4902		57	2500	23	46
76.624	55.92341	2555	23.13725	46.66667		57	2500	23	46
76.688	55.92341	2555	23.13725	46.66667		57	2500	23	46
76.752	55.92341	2555	23.13725	46.66667		57	2500	23	46
76.812	55.92341	2555	23.13725	48.23529		57	2500	23	48
76.874	55.92341	2555	23.13725	48.23529		57	2500	23	48
76.938	55.92341	2555	23.13725	48.23529		57	2500	23	48
77.002	55.92341	2555	24.31373	48.62745		57	2500	24	48
77.062	56.54478	2555	24.31373	48.62745		57	2500	24	48
77.124	56.54478	2555	24.31373	48.62745		57	2500	24	48
77.188	56.54478	2564	24.31373	48.62745		57	2625	24	48
77.252	56.54478	2564	26.66667	65.88235		57	2625	27	66
77.312	56.54478	2564	26.66667	65.88235		57	2625	27	66
77.374	56.54478	2564	26.66667	65.88235		57	2625	27	66
77.438	56.54478	2564	26.66667	64.31373		57	2625	27	64
77.501	56.54478	2564	26.66667	64.31373		57	2625	27	64
77.564	56.54478	2564	26.66667	64.31373		57	2625	27	64
77.627	56.54478	2572	26.66667	64.31373		57	2625	27	64
77.69	56.54478	2572	26.66667	62.35294		57	2625	27	62
77.749	56.54478	2572	26.66667	62.35294		57	2625	27	62
77.812	56.54478	2579	26.66667	62.35294		57	2625	27	62
77.875	56.54478	2579	26.66667	61.96078		57	2625	27	62
77.939	56.54478	2579	26.66667	61.96078		57	2625	27	62
77.999	56.54478	2583	26.66667	61.96078		57	2625	27	62
78.063	56.54478	2583	26.66667	62.35294		57	2625	27	62
78.124	57.16615	2583	26.66667	62.35294		57	2625	27	62
78.188	57.16615	2583	26.66667	62.35294		57	2625	27	62
78.252	57.16615	2588	25.88235	62.35294		57	2625	26	62
78.312	57.16615	2588	25.88235	58.82353		57	2625	26	58
78.374	57.16615	2588	25.88235	58.82353		57	2625	26	58
78.438	57.16615	2599	31.76471	58.82353		57	2625	32	58
78.502	57.16615	2599	31.76471	75.68627		57	2625	32	76
78.564	57.16615	2599	31.76471	75.68627		57	2625	32	76
78.625	57.16615	2606	31.76471	75.68627		57	2625	32	76
78.689	57.16615	2606	32.15686	72.54902		57	2625	32	72
78.749	57.16615	2606	32.15686	72.54902		57	2625	32	72
78.813	57.16615	2606	32.15686	72.54902		57	2625	32	72
78.875	57.16615	2619	32.15686	72.54902		57	2625	32	72
78.939	57.78752	2619	32.15686	70.98039		57	2625	32	70
78.999	57.78752	2619	32.15686	70.98039		57	2625	32	70
79.063	57.78752	2616	32.15686	70.98039		57	2625	32	70
79.125	57.78752	2616	32.15686	72.54902		57	2625	32	72
79.189	57.78752	2616	32.15686	72.54902		57	2625	32	72
79.249	57.78752	2616	32.15686	72.54902		57	2625	32	72
79.313	57.78752	2636	31.37255	72.54902		57	2625	31	72
79.374	57.78752	2636	31.37255	71.76471		57	2625	31	72
79.438	57.78752	2636	31.37255	71.76471		57	2625	31	72
79.502	57.78752	2631	31.37255	71.76471		57	2625	31	72
79.562	57.78752	2631	29.01961	66.27451		57	2625	29	66
79.625	58.40889	2631	29.01961	66.27451		57	2625	29	66
79.687	58.40889	2631	29.01961	66.27451		57	2625	29	66
79.751	58.40889	2642	29.01961	66.27451		57	2625	29	66
79.815	58.40889	2642	29.01961	67.05882		57	2625	29	68
79.875	58.40889	2642	29.01961	67.05882		57	2625	29	68
79.939	58.40889	2652	29.01961	67.05882		57	2625	29	68
79.999	58.40889	2652	29.01961	68.23529		57	2625	29	68
80.063	58.40889	2652	29.01961	68.23529		57	2625	29	68
80.124	58.40889	2659	29.01961	68.23529		57	2625	29	68
80.188	58.40889	2659	29.01961	67.05882		57	2625	29	68
80.252	58.40889	2659	29.01961	67.05882		57	2625	29	68
80.312	58.40889	2659	29.01961	67.05882		57	2625	29	68
80.374	58.40889	2663	27.84314	67.05882		57	2625	28	68
80.438	59.03026	2663	27.84314	65.88235		60	2625	28	66
80.502	59.03026	2663	27.84314	65.88235		60	2625	28	66
80.563	59.03026	2667	27.84314	65.88235		60	2625	28	66
80.624	59.03026	2667	24.31373	58.03922		60	2625	24	58
80.688	58.40889	2667	24.31373	58.03922		57	2625	24	58
80.75	58.40889	2665	24.31373	58.03922		57	2625	24	58
80.814	58.40889	2665	21.56863	42.7451		57	2625	22	42
80.874	58.40889	2665	21.56863	42.7451		57	2625	22	42
80.938	58.40889	2665	21.56863	42.7451		57	2625	22	42
81.002	58.40889	2675	23.92157	42.7451		57	2625	24	42
81.064	58.40889	2675	23.92157	40.39216		57	2625	24	40
81.124	59.03026	2675	23.92157	40.39216		60	2625	24	40
81.188	59.03026	2675	23.92157	40.39216		60	2625	24	40
81.252	59.03026	2650	23.92157	40.39216		60	2625	24	40
81.312	59.03026	2650	23.92157	50.19608		60	2625	24	50
81.375	59.03026	2650	23.92157	50.19608		60	2625	24	50
81.439	59.03026	2676	23.92157	50.19608		60	2625	24	50
81.499	59.03026	2676	23.92157	50.58823		60	2625	24	50
81.563	59.03026	2676	23.92157	50.58823		60	2625	24	50
81.625	59.03026	2670	23.92157	50.58823		60	2625	24	50
81.689	59.03026	2670	23.52941	49.80392		60	2625	24	50
81.749	59.03026	2670	23.52941	49.80392		60	2625	24	50
81.815	59.03026	2674	23.52941	49.80392		60	2625	24	50
81.875	59.03026	2674	23.52941	49.80392		60	2625	24	50
81.939	59.03026	2674	23.52941	49.80392		60	2625	24	50
81.999	59.03026	2674	23.52941	49.80392		60	2625	24	50
82.065	59.03026	2673	23.92157	49.80392		60	2625	24	50
82.124	59.03026	2673	23.92157	50.58823		60	2625	24	50
82.188	59.03026	2673	23.92157	50.58823		60	2625	24	50
82.252	59.03026	2680	25.88235	50.58823		60	2625	26	50
82.312	59.03026	2680	25.88235	63.13726		60	2625	26	64
82.374	59.03026	2680	25.88235	63.13726		60	2625	26	64
82.438	59.03026	2680	25.88235	63.13726		60	2625	26	64
82.502	59.03026	2680	25.4902	63.13726		60	2625	25	64
82.565	59.03026	2680	25.4902	60		60	2625	25	60
82.628	59.03026	2680	25.4902	60		60	2625	25	60
82.686	59.03026	2684	24.31373	60		60	2625	24	60
82.749	59.03026	2684	24.31373	51.76471		60	2625	24	52
82.812	59.03026	2684	24.31373	51.76471		60	2625	24	52
82.874	59.03026	2685	24.31373	51.76471		60	2625	24	52
82.938	59.03026	2685	25.88235	53.72549		60	2625	26	54
83.002	59.03026	2685	25.88235	53.72549		60	2625	26	54
83.062	59.03026	2685	25.88235	53.72549		60	2625	26	54
83.124	59.03026	2692	29.80392	53.72549		60	2750	30	54
83.188	59.03026	2692	29.80392	71.76471		60	2750	30	72
83.252	59.03026	2692	29.80392	71.76471		60	2750	30	72
83.312	59.03026	2699	29.80392	71.76471		60	2750	30	72
83.374	59.03026	2699	30.58824	69.01961		60	2750	31	70
83.438	59.65163	2699	30.58824	69.01961		60	2750	31	70
83.502	59.65163	2699	30.58824	69.01961		60	2750	31	70
83.563	59.65163	2700	30.58824	67.05882		60	2750	31	68
83.624	59.65163	2700	30.58824	67.05882		60	2750	31	68
83.688	59.65163	2700	30.58824	67.05882		60	2750	31	68
83.752	59.65163	2705	25.88235	67.05882		60	2750	26	68
83.814	59.65163	2705	25.88235	57.64706		60	2750	26	58
83.874	59.65163	2705	25.88235	57.64706		60	2750	26	58
83.938	59.65163	2712	25.88235	57.64706		60	2750	26	58
84.002	59.65163	2712	27.05882	58.03922		60	2750	27	58
84.063	59.65163	2712	27.05882	58.03922		60	2750	27	58
84.124	59.65163	2712	27.05882	58.03922		60	2750	27	58
84.188	59.65163	2714	27.05882	58.03922		60	2750	27	58
84.252	59.65163	2714	27.05882	62.35294		60	2750	27	62
84.312	59.65163	2714	27.05882	62.35294		60	2750	27	62
84.374	59.65163	2726	27.05882	62.35294		60	2750	27	62
84.438	59.65163	2726	30.98039	63.52941		60	2750	31	64
84.502	59.65163	2726	30.98039	63.52941		60	2750	31	64
84.564	59.65163	2726	30.98039	63.52941		60	2750	31	64
84.625	59.65163	2721	29.41176	69.41177		60	2750	29	70
84.689	60.27301	2721	29.41176	69.41177		60	2750	29	70
84.749	60.27301	2721	29.41176	69.41177		60	2750	29	70
84.813	60.27301	2734	27.84314	69.41177		60	2750	28	70
84.874	60.27301	2734	27.84314	65.4902		60	2750	28	66
84.94	60.27301	2734	27.84314	65.4902		60	2750	28	66
85	60.27301	2737	27.84314	65.4902		60	2750	28	66
85.064	60.27301	2737	27.84314	63.92157		60	2750	28	64
85.124	60.27301	2737	27.84314	63.92157		60	2750	28	64
85.188	60.27301	2739	27.84314	63.92157		60	2750	28	64
85.252	60.27301	2739	27.84314	63.13726		60	2750	28	64
85.312	60.27301	2739	27.84314	63.13726		60	2750	28	64
85.374	60.27301	2739	27.84314	63.13726		60	2750	28	64
85.438	60.27301	2742	20.39216	63.13726		60	2750	20	64
85.502	60.27301	2742	20.39216	26.27451		60	2750	20	26
85.562	60.27301	2742	20.39216	26.27451		60	2750	20	26
85.624	60.27301	2726	20.39216	26.27451		60	2750	20	26
85.688	60.27301	2726	15.29412	10.19608		60	2750	15	10
85.752	59.65163	2726	15.29412	10.19608		60	2750	15	10
85.812	59.65163	2723	15.29412	10.19608		60	2750	15	10
85.874	59.65163	2723	22.7451	41.96078		60	2750	23	42
85.938	60.89438	2723	22.7451	41.96078		60	2750	23	42
86.002	60.89438	2723	22.7451	41.96078		60	2750	23	42
86.061	60.89438	2737	24.70588	41.96078		60	2750	25	42
86.124	59.65163	2737	24.70588	55.29412		60	2750	25	56
86.188	59.65163	2737	24.70588	55.29412		60	2750	25	56
86.252	59.65163	2733	24.70588	55.29412		60	2750	25	56
86.312	59.65163	2733	31.76471	74.5098		60	2750	32	74
86.375	60.27301	2733	31.76471	74.5098		60	2750	32	74
86.439	60.27301	2738	31.76471	74.5098		60	2750	32	74
86.499	60.27301	2738	31.76471	74.5098		60	2750	32	74
86.562	60.27301	2738	31.76471	69.01961		60	2750	32	70
86.624	60.27301	2738	31.76471	69.01961		60	2750	32	70
86.688	60.27301	2750	31.76471	69.01961		60	2750	32	70
86.752	60.27301	2750	31.76471	70.19608		60	2750	32	70
86.812	60.89438	2750	31.76471	70.19608		60	2750	32	70
86.874	60.89438	2750	31.76471	70.19608		60	2750	32	70
86.938	60.89438	2756	31.76471	70.19608		60	2750	32	70
87.001	60.89438	2756	31.76471	70.58823		60	2750	32	70
87.063	60.89438	2756	31.76471	70.58823		60	2750	32	70
87.124	60.89438	2762	30.58824	70.58823		60	2750	31	70
87.188	60.89438	2762	30.58824	67.05882		60	2750	31	68
87.252	60.89438	2762	30.58824	67.05882		60	2750	31	68
87.312	60.89438	2770	30.58824	67.05882		60	2750	31	68
87.374	60.89438	2770	30.19608	68.23529		60	2750	30	68
87.438	60.89438	2770	30.19608	68.23529		60	2750	30	68
87.501	60.89438	2770	30.19608	68.23529		60	2750	30	68
87.564	60.89438	2774	30.19608	68.23529		60	2750	30	68
87.627	61.51575	2774	30.19608	65.88235		63	2750	30	66
87.686	61.51575	2774	30.19608	65.88235		63	2750	30	66
87.749	61.51575	2780	27.84314	65.88235		63	2750	28	66
87.814	61.51575	2780	27.84314	64.70588		63	2750	28	64
87.875	61.51575	2780	27.84314	64.70588		63	2750	28	64
87.939	61.51575	2783	27.84314	64.70588		63	2750	28	64
87.999	61.51575	2783	25.88235	60.78431		63	2750	26	60
88.062	61.51575	2783	25.88235	60.78431		63	2750	26	60
88.124	61.51575	2783	25.88235	60.78431		63	2750	26	60
88.188	61.51575	2791	25.4902	60.78431		63	2750	25	60
88.252	61.51575	2791	25.4902	55.68628		63	2750	25	56
88.312	61.51575	2791	25.4902	55.68628		63	2750	25	56
88.374	61.51575	2792	22.7451	55.68628		63	2750	23	56
88.438	61.51575	2792	22.7451	55.68628		63	2750	23	56
88.502	61.51575	2792	22.7451	55.68628		63	2750	23	56
88.562	61.51575	2801	22.7451	55.68628		63	2750	23	56
88.624	61.51575	2801	21.56863	36.47059		63	2750	22	36
88.688	61.51575	2801	21.56863	36.47059		63	2750	22	36
88.752	61.51575	2801	21.56863	36.47059		63	2750	22	36
88.812	61.51575	2793	22.35294	36.47059		63	2750	22	36
88.875	61.51575	2793	22.35294	38.03922		63	2750	22	38
88.939	61.51575	2793	22.35294	38.03922		63	2750	22	38
88.999	61.51575	2793	22.35294	38.03922		63	2750	22	38
89.061	61.51575	2793	20.78431	40.78431		63	2750	21	40
89.124	61.51575	2793	20.78431	40.78431		63	2750	21	40
89.188	61.51575	2791	20.78431	40.78431		63	2750	21	40
89.252	61.51575	2791	20.78431	33.72549		63	2750	21	34
89.312	61.51575	2791	20.78431	33.72549		63	2750	21	34
89.374	61.51575	2791	20.78431	33.72549		63	2750	21	34
89.438	61.51575	2787	20.39216	33.72549		63	2750	20	34
89.502	61.51575	2787	20.39216	30.98039		63	2750	20	30
89.562	61.51575	2787	20.39216	30.98039		63	2750	20	30
89.624	61.51575	2790	20.39216	30.98039		63	2750	20	30
89.688	61.51575	2790	20.39216	30.98039		63	2750	20	30
89.752	61.51575	2790	20.39216	30.98039		63	2750	20	30
89.812	61.51575	2775	20.39216	30.98039		63	2750	20	30
89.875	61.51575	2775	20.39216	31.37255		63	2750	20	32
89.939	60.89438	2775	20.39216	31.37255		60	2750	20	32
90.002	60.89438	2775	20.39216	31.37255		60	2750	20	32
90.062	60.89438	2781	19.60784	31.37255		60	2750	20	32
90.124	60.89438	2781	19.60784	27.05882		60	2750	20	28
90.189	60.89438	2781	19.60784	27.05882		60	2750	20	28
90.249	60.89438	2769	19.60784	27.05882		60	2750	20	28
90.313	60.89438	2769	20	28.23529		60	2750	20	28
90.374	60.89438	2769	20	28.23529		60	2750	20	28
90.438	60.89438	2769	20	28.23529		60	2750	20	28
90.502	60.89438	2763	20.78431	28.23529		60	2750	21	28
90.563	60.89438	2763	20.78431	30.19608		60	2750	21	30
90.624	60.89438	2763	20.78431	30.19608		60	2750	21	30
90.688	60.89438	2767	20.78431	30.19608		60	2750	21	30
90.752	60.89438	2767	22.7451	41.56863		60	2750	23	42
90.812	60.89438	2767	22.7451	41.56863		60	2750	23	42
90.874	60.89438	2764	22.7451	41.56863		60	2750	23	42
90.938	60.89438	2764	23.13725	41.56863		60	2750	23	42
91.002	60.89438	2764	23.13725	45.88235		60	2750	23	46
91.062	60.89438	2764	23.13725	45.88235		60	2750	23	46
91.124	60.89438	2762	22.35294	45.88235		60	2750	22	46
91.188	60.89438	2762	22.35294	43.92157		60	2750	22	44
91.252	60.89438	2762	22.35294	43.92157		60	2750	22	44
91.312	60.89438	2762	22.35294	43.92157		60	2750	22	44
91.374	60.89438	2759	22.35294	41.56863		60	2750	22	42
91.438	60.89438	2759	22.35294	41.56863		60	2750	22	42
91.502	60.89438	2764	22.35294	41.56863		60	2750	22	42
91.563	60.89438	2764	22.35294	41.56863		60	2750	22	42
91.624	60.89438	2764	22.35294	41.96078		60	2750	22	42
91.688	60.89438	2764	22.35294	41.96078		60	2750	22	42
91.752	60.89438	2761	22.35294	41.96078		60	2750	22	42
91.812	60.89438	2761	22.35294	42.35294		60	2750	22	42
91.875	60.89438	2761	22.35294	42.35294		60	2750	22	42
91.939	60.89438	2761	22.35294	42.35294		60	2750	22	42
91.999	60.89438	2764	22.35294	42.35294		60	2750	22	42
92.063	60.89438	2764	22.35294	41.96078		60	2750	22	42
92.124	60.89438	2764	22.35294	41.96078		60	2750	22	42
92.188	60.89438	2760	25.09804	41.96078		60	2750	25	42
92.251	60.89438	2760	25.09804	41.96078		60	2750	25	42
92.313	60.89438	2760	25.09804	41.96078		60	2750	25	42
92.375	60.89438	2772	25.09804	41.96078		60	2750	25	42
92.439	60.89438	2772	25.88235	59.60784		60	2750	26	60
92.502	60.89438	2772	25.88235	59.60784		60	2750	26	60
92.561	60.89438	2772	25.88235	59.60784		60	2750	26	60
92.624	60.89438	2777	25.88235	59.60784		60	2750	26	60
92.687	60.89438	2777	25.88235	58.43137		60	2750	26	58
92.75	60.89438	2777	25.88235	58.43137		60	2750	26	58
92.814	60.89438	2777	25.88235	58.43137		60	2750	26	58
92.875	60.89438	2777	25.88235	58.43137		60	2750	26	58
92.939	60.89438	2777	25.88235	58.43137		60	2750	26	58
92.999	60.89438	2777	25.88235	58.43137		60	2750	26	58
93.063	61.51575	2786	25.88235	58.82353		63	2750	26	58
93.124	61.51575	2786	25.88235	58.82353		63	2750	26	58
93.188	61.51575	2786	25.88235	58.03922		63	2750	26	58
93.252	61.51575	2786	25.88235	58.03922		63	2750	26	58
93.312	61.51575	2793	25.88235	58.03922		63	2750	26	58
93.375	61.51575	2793	25.88235	57.2549		63	2750	26	58
93.439	61.51575	2793	25.88235	57.2549		63	2750	26	58
93.499	61.51575	2793	25.88235	57.2549		63	2750	26	58
93.563	61.51575	2797	25.88235	57.2549		63	2750	26	58
93.624	61.51575	2797	25.88235	56.86274		63	2750	26	56
93.688	61.51575	2797	25.88235	56.86274		63	2750	26	56
