# StartTime = 07/20/2018 01:53:17.7217 PM									
Time (sec)	 Vehicle speed (MPH)	 Engine RPM (RPM)	 Absolute throttle position (%)	 Absolute load value (%)		MPH	RPM	Throttle 	Load
59.189	41.0105	3061	19.21569	21.56863		42	3000	19	22
59.25	41.0105	3061	19.21569	21.56863		42	3000	19	22
59.311	41.0105	3061	19.21569	21.56863		42	3000	19	22
59.375	41.0105	3061	19.21569	21.56863		42	3000	19	22
59.439	41.0105	3061	19.21569	21.56863		42	3000	19	22
59.499	41.0105	3062	19.21569	21.56863		42	3000	19	22
59.561	41.0105	3062	19.21569	21.17647		42	3000	19	22
59.625	41.0105	3062	19.21569	21.17647		42	3000	19	22
59.689	41.0105	3063	19.21569	21.17647		42	3125	19	22
59.749	41.0105	3063	19.21569	20.78431		42	3125	19	20
59.811	41.0105	3063	19.21569	20.78431		42	3125	19	20
59.875	41.0105	3063	19.21569	20.78431		42	3125	19	20
59.939	41.0105	3062	18.82353	20.78431		42	3000	19	20
60.001	41.0105	3062	18.82353	19.60784		42	3000	19	20
60.061	41.0105	3062	18.82353	19.60784		42	3000	19	20
60.125	41.0105	3063	18.82353	19.60784		42	3125	19	20
60.188	41.0105	3063	19.21569	20.78431		42	3125	19	20
60.25	41.0105	3063	19.21569	20.78431		42	3125	19	20
60.311	41.0105	3063	19.21569	20.78431		42	3125	19	20
60.375	41.0105	3067	19.21569	20.78431		42	3125	19	20
60.439	41.0105	3067	19.21569	20.39216		42	3125	19	20
60.499	41.0105	3067	19.21569	20.39216		42	3125	19	20
60.561	41.0105	3068	18.82353	20.39216		42	3125	19	20
60.625	41.0105	3068	18.82353	20		42	3125	19	20
60.689	41.0105	3068	18.82353	20		42	3125	19	20
60.749	41.0105	3069	18.82353	20		42	3125	19	20
60.811	41.0105	3069	18.82353	20.39216		42	3125	19	20
60.875	41.0105	3069	18.82353	20.39216		42	3125	19	20
60.939	41.0105	3069	18.82353	20.39216		42	3125	19	20
61	41.0105	3071	18.82353	20.39216		42	3125	19	20
61.062	41.0105	3071	18.82353	20		42	3125	19	20
61.126	41.0105	3071	18.82353	20		42	3125	19	20
61.186	41.0105	3071	18.82353	20		42	3125	19	20
61.251	41.0105	3071	18.82353	20		42	3125	19	20
61.312	41.0105	3071	18.82353	20		42	3125	19	20
61.376	41.0105	3072	18.82353	20		42	3125	19	20
61.436	41.0105	3072	18.82353	20.39216		42	3125	19	20
61.5	41.0105	3072	18.82353	20.39216		42	3125	19	20
61.561	41.0105	3072	18.82353	20.39216		42	3125	19	20
61.625	41.0105	3077	18.82353	20.39216		42	3125	19	20
61.689	41.0105	3077	18.82353	20		42	3125	19	20
61.749	41.0105	3077	18.82353	20		42	3125	19	20
61.811	41.0105	3077	18.82353	20		42	3125	19	20
61.875	41.0105	3077	18.82353	20		42	3125	19	20
61.939	41.0105	3077	18.82353	20.39216		42	3125	19	20
62.001	41.0105	3077	18.82353	20.39216		42	3125	19	20
62.061	41.0105	3080	18.82353	20.39216		42	3125	19	20
62.125	41.0105	3080	18.82353	20.39216		42	3125	19	20
62.189	41.0105	3080	18.82353	20.39216		42	3125	19	20
62.25	41.0105	3083	18.82353	20.39216		42	3125	19	20
62.313	41.0105	3083	18.82353	20.39216		42	3125	19	20
62.373	41.0105	3083	18.82353	20.39216		42	3125	19	20
62.437	41.0105	3083	18.82353	20.39216		42	3125	19	20
62.501	41.0105	3085	18.82353	20.39216		42	3125	19	20
62.561	41.0105	3085	18.82353	20		42	3125	19	20
62.625	41.0105	3085	18.82353	20		42	3125	19	20
62.689	41.0105	3086	18.82353	20		42	3125	19	20
62.749	41.0105	3086	18.82353	20		42	3125	19	20
62.811	41.63187	3086	18.82353	20		42	3125	19	20
62.875	41.63187	3091	18.82353	20		42	3125	19	20
62.939	41.63187	3091	18.82353	20		42	3125	19	20
63	41.63187	3091	18.82353	20		42	3125	19	20
63.061	41.63187	3091	18.82353	20		42	3125	19	20
63.125	41.63187	3092	18.82353	20		42	3125	19	20
63.189	41.63187	3092	18.82353	18.82353		42	3125	19	18
63.252	41.63187	3092	18.82353	18.82353		42	3125	19	18
63.311	41.63187	3094	18.82353	18.82353		42	3125	19	18
63.374	41.63187	3094	18.43137	18.43137		42	3125	18	18
63.437	41.63187	3094	18.43137	18.43137		42	3125	18	18
63.5	41.63187	3094	18.43137	18.43137		42	3125	18	18
63.562	41.63187	3095	18.82353	18.43137		42	3125	19	18
63.626	41.63187	3095	18.82353	18.43137		42	3125	19	18
63.686	41.63187	3095	18.82353	18.43137		42	3125	19	18
63.75	41.63187	3100	18.82353	18.43137		42	3125	19	18
63.811	41.63187	3100	18.82353	18.82353		42	3125	19	18
63.875	41.63187	3100	18.82353	18.82353		42	3125	19	18
63.939	41.63187	3100	18.82353	18.82353		42	3125	19	18
63.999	41.63187	3100	18.82353	18.43137		42	3125	19	18
64.061	41.63187	3100	18.82353	18.43137		42	3125	19	18
64.125	41.63187	3101	18.82353	18.43137		42	3125	19	18
64.189	41.63187	3101	18.82353	18.82353		42	3125	19	18
64.249	41.63187	3101	18.82353	18.82353		42	3125	19	18
64.312	41.63187	3101	18.82353	18.82353		42	3125	19	18
64.375	41.63187	3103	18.82353	18.82353		42	3125	19	18
64.439	41.63187	3103	18.82353	18.82353		42	3125	19	18
64.501	41.63187	3103	18.82353	18.82353		42	3125	19	18
64.561	41.63187	3108	18.82353	18.82353		42	3125	19	18
64.625	41.63187	3108	18.82353	18.82353		42	3125	19	18
64.689	41.63187	3108	18.82353	18.82353		42	3125	19	18
64.749	41.63187	3108	18.82353	18.82353		42	3125	19	18
64.811	41.63187	3108	18.43137	17.64706		42	3125	18	18
64.875	41.63187	3108	18.43137	17.64706		42	3125	18	18
64.939	41.63187	3108	18.43137	17.64706		42	3125	18	18
65	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.061	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.125	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.189	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.249	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.311	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.375	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.44	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.5	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.562	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.626	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.686	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.75	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.811	41.63187	3109	18.43137	17.64706		42	3125	18	18
65.875	41.63187	3117	18.43137	17.64706		42	3125	18	18
65.939	41.63187	3117	18.43137	17.2549		42	3125	18	18
66.001	41.63187	3117	18.43137	17.2549		42	3125	18	18
66.061	41.63187	3117	18.43137	17.2549		42	3125	18	18
66.125	41.63187	3117	18.43137	18.43137		42	3125	18	18
66.189	41.63187	3117	18.43137	18.43137		42	3125	18	18
66.249	41.63187	3122	18.43137	18.43137		42	3125	18	18
66.311	41.63187	3122	19.21569	20		42	3125	19	20
66.374	41.63187	3122	19.21569	20		42	3125	19	20
66.437	41.63187	3122	19.21569	20		42	3125	19	20
66.502	41.63187	3096	18.82353	20		42	3125	19	20
66.561	41.63187	3096	18.82353	19.60784		42	3125	19	20
66.625	41.63187	3096	18.82353	19.60784		42	3125	19	20
66.689	41.63187	3115	18.82353	19.60784		42	3125	19	20
66.749	41.63187	3115	18.82353	19.21569		42	3125	19	20
66.811	41.63187	3115	18.82353	19.21569		42	3125	19	20
66.875	41.63187	3115	18.82353	19.21569		42	3125	19	20
66.939	41.63187	3125	18.82353	19.21569		42	3125	19	20
67	41.63187	3125	18.82353	18.82353		42	3125	19	18
67.061	41.63187	3125	18.82353	18.82353		42	3125	19	18
67.125	41.63187	3118	18.82353	18.82353		42	3125	19	18
67.189	41.63187	3118	18.82353	18.82353		42	3125	19	18
67.249	41.63187	3118	18.82353	18.82353		42	3125	19	18
67.312	41.63187	3118	18.82353	18.82353		42	3125	19	18
67.376	41.63187	3117	18.82353	18.82353		42	3125	19	18
67.436	41.63187	3117	18.82353	19.21569		42	3125	19	20
67.499	41.63187	3117	18.82353	19.21569		42	3125	19	20
67.562	41.63187	3117	18.82353	19.21569		42	3125	19	20
67.626	41.63187	3117	18.82353	18.82353		42	3125	19	18
67.686	41.63187	3117	18.82353	18.82353		42	3125	19	18
67.75	41.63187	3109	18.82353	18.82353		42	3125	19	18
67.811	41.63187	3109	18.03922	16.47059		42	3125	18	16
67.875	41.63187	3109	18.03922	16.47059		42	3125	18	16
67.939	41.63187	3071	18.03922	16.47059		42	3125	18	16
68.002	41.63187	3071	16.07843	10.58823		42	3125	16	10
68.061	41.63187	3071	16.07843	10.58823		42	3125	16	10
68.125	41.63187	3071	16.07843	10.58823		42	3125	16	10
68.189	41.63187	3091	16.07843	10.58823		42	3125	16	10
68.251	41.63187	3091	16.07843	10.19608		42	3125	16	10
68.314	41.0105	3091	16.07843	10.19608		42	3125	16	10
68.377	41.0105	3073	16.07843	10.19608		42	3125	16	10
68.436	41.0105	3073	16.07843	9.803922		42	3125	16	10
68.499	41.0105	3073	16.07843	9.803922		42	3125	16	10
68.562	41.0105	3066	16.07843	9.803922		42	3125	16	10
68.626	41.0105	3066	16.07843	10.19608		42	3125	16	10
68.686	41.0105	3066	16.07843	10.19608		42	3125	16	10
68.75	41.0105	3066	16.07843	10.19608		42	3125	16	10
68.811	41.0105	3047	16.07843	10.19608		42	3000	16	10
68.875	41.0105	3047	16.07843	9.803922		42	3000	16	10
68.939	40.38913	3047	16.07843	9.803922		39	3000	16	10
68.999	40.38913	3032	16.07843	9.803922		39	3000	16	10
69.061	40.38913	3032	17.64706	9.803922		39	3000	18	10
69.125	41.0105	3032	17.64706	9.803922		42	3000	18	10
69.189	41.0105	3032	17.64706	9.803922		42	3000	18	10
69.249	41.0105	3010	17.2549	9.803922		42	3000	17	10
69.311	40.38913	3010	17.2549	14.5098		39	3000	17	14
69.375	40.38913	3010	17.2549	14.5098		39	3000	17	14
69.439	40.38913	3026	17.2549	14.5098		39	3000	17	14
69.499	40.38913	3026	17.2549	13.33333		39	3000	17	14
69.561	40.38913	3026	17.2549	13.33333		39	3000	17	14
69.625	40.38913	3025	17.2549	13.33333		39	3000	17	14
69.689	40.38913	3025	17.2549	12.94118		39	3000	17	12
69.749	40.38913	3025	17.2549	12.94118		39	3000	17	12
69.811	40.38913	3025	17.2549	12.94118		39	3000	17	12
69.875	40.38913	3009	16.07843	12.94118		39	3000	16	12
69.939	40.38913	3009	16.07843	9.411765		39	3000	16	10
69.999	40.38913	3009	16.07843	9.411765		39	3000	16	10
70.061	40.38913	2994	16.07843	9.411765		39	3000	16	10
70.125	40.38913	2994	16.07843	9.803922		39	3000	16	10
70.189	40.38913	2994	16.07843	9.803922		39	3000	16	10
70.249	40.38913	2994	16.07843	9.803922		39	3000	16	10
70.311	40.38913	2978	16.07843	9.803922		39	3000	16	10
70.375	39.76776	2978	16.07843	9.803922		39	3000	16	10
70.439	39.76776	2978	16.07843	9.803922		39	3000	16	10
70.499	39.76776	2966	15.68627	9.803922		39	3000	16	10
70.561	39.76776	2966	15.68627	9.411765		39	3000	16	10
70.624	39.76776	2966	15.68627	9.411765		39	3000	16	10
70.688	39.76776	2966	15.68627	9.411765		39	3000	16	10
70.752	39.76776	2951	16.07843	9.411765		39	3000	16	10
70.811	39.14639	2951	16.07843	9.803922		39	3000	16	10
70.875	39.14639	2951	16.07843	9.803922		39	3000	16	10
70.939	39.14639	2938	15.68627	9.803922		39	3000	16	10
70.999	39.14639	2938	15.68627	9.803922		39	3000	16	10
71.062	39.14639	2938	15.68627	9.803922		39	3000	16	10
71.126	39.14639	2923	15.68627	9.803922		39	2875	16	10
71.186	39.14639	2923	15.68627	9.803922		39	2875	16	10
71.25	39.14639	2923	15.68627	9.803922		39	2875	16	10
71.311	39.14639	2923	15.68627	9.803922		39	2875	16	10
71.375	39.14639	2910	15.68627	9.803922		39	2875	16	10
71.439	39.14639	2910	15.68627	9.803922		39	2875	16	10
71.499	39.14639	2910	15.68627	9.803922		39	2875	16	10
71.561	39.14639	2897	15.68627	9.803922		39	2875	16	10
71.625	39.14639	2897	15.68627	9.803922		39	2875	16	10
71.69	38.52501	2897	15.68627	9.803922		39	2875	16	10
71.75	38.52501	2884	15.68627	9.803922		39	2875	16	10
71.811	38.52501	2884	15.68627	9.411765		39	2875	16	10
71.875	38.52501	2884	15.68627	9.411765		39	2875	16	10
71.939	38.52501	2884	15.68627	9.411765		39	2875	16	10
72	38.52501	2869	15.68627	9.411765		39	2875	16	10
72.061	38.52501	2869	15.68627	9.411765		39	2875	16	10
72.125	38.52501	2869	15.68627	9.411765		39	2875	16	10
72.189	38.52501	2869	15.68627	9.411765		39	2875	16	10
72.249	38.52501	2859	15.68627	9.411765		39	2875	16	10
72.311	37.90364	2859	15.68627	9.803922		39	2875	16	10
72.375	37.90364	2859	15.68627	9.803922		39	2875	16	10
72.439	37.90364	2843	15.68627	9.803922		39	2875	16	10
72.501	37.90364	2843	15.68627	9.411765		39	2875	16	10
72.561	37.90364	2843	15.68627	9.411765		39	2875	16	10
72.625	37.90364	2844	15.68627	9.411765		39	2875	16	10
72.688	37.90364	2844	15.68627	9.803922		39	2875	16	10
72.752	37.90364	2844	15.68627	9.803922		39	2875	16	10
72.811	37.90364	2832	15.68627	9.803922		39	2875	16	10
72.875	37.90364	2832	15.68627	9.803922		39	2875	16	10
72.939	37.90364	2832	15.68627	9.803922		39	2875	16	10
72.999	37.90364	2832	15.68627	9.803922		39	2875	16	10
73.061	37.90364	2817	15.68627	9.803922		39	2875	16	10
73.125	37.90364	2817	15.68627	9.411765		39	2875	16	10
73.189	37.28227	2817	15.68627	9.411765		36	2875	16	10
73.252	37.28227	2804	15.68627	9.411765		36	2750	16	10
73.315	37.28227	2804	15.68627	9.411765		36	2750	16	10
73.374	37.28227	2804	15.68627	9.411765		36	2750	16	10
73.44	37.28227	2796	15.68627	9.411765		36	2750	16	10
73.499	37.28227	2796	15.68627	9.803922		36	2750	16	10
73.562	37.28227	2796	15.68627	9.803922		36	2750	16	10
73.626	37.28227	2796	15.68627	9.803922		36	2750	16	10
73.69	37.28227	2796	15.68627	9.803922		36	2750	16	10
73.751	37.28227	2796	15.68627	9.803922		36	2750	16	10
73.811	37.28227	2796	15.68627	9.803922		36	2750	16	10
73.875	37.28227	2786	15.68627	9.803922		36	2750	16	10
73.939	37.28227	2786	15.68627	9.803922		36	2750	16	10
74.001	37.28227	2770	15.68627	9.803922		36	2750	16	10
74.061	37.28227	2770	15.68627	9.411765		36	2750	16	10
74.125	37.28227	2770	15.68627	9.411765		36	2750	16	10
74.189	37.28227	2770	15.68627	9.411765		36	2750	16	10
74.249	37.28227	2760	15.68627	9.411765		36	2750	16	10
74.311	36.6609	2760	15.68627	9.803922		36	2750	16	10
74.375	36.6609	2760	15.68627	9.803922		36	2750	16	10
74.439	36.6609	2753	15.68627	9.803922		36	2750	16	10
74.499	36.6609	2753	15.68627	9.803922		36	2750	16	10
74.562	36.6609	2753	15.68627	9.803922		36	2750	16	10
74.626	36.6609	2741	15.68627	9.803922		36	2750	16	10
74.688	36.6609	2741	15.68627	9.803922		36	2750	16	10
74.749	36.6609	2741	15.68627	9.803922		36	2750	16	10
74.811	36.6609	2741	15.68627	9.803922		36	2750	16	10
74.875	36.6609	2734	15.68627	9.803922		36	2750	16	10
74.939	36.6609	2734	15.68627	9.803922		36	2750	16	10
75	36.6609	2734	15.68627	9.803922		36	2750	16	10
75.061	36.6609	2723	15.68627	9.803922		36	2750	16	10
75.125	36.6609	2723	15.68627	9.803922		36	2750	16	10
75.189	36.6609	2723	15.68627	9.803922		36	2750	16	10
75.249	36.6609	2715	15.68627	9.803922		36	2750	16	10
75.311	36.6609	2715	15.68627	9.803922		36	2750	16	10
75.375	36.03953	2715	15.68627	9.803922		36	2750	16	10
75.439	36.03953	2705	15.68627	9.803922		36	2750	16	10
75.499	36.03953	2705	15.68627	9.803922		36	2750	16	10
75.562	36.03953	2705	15.68627	9.803922		36	2750	16	10
75.626	36.03953	2705	15.68627	9.803922		36	2750	16	10
75.686	36.03953	2695	15.68627	9.803922		36	2750	16	10
75.75	36.03953	2695	15.68627	9.803922		36	2750	16	10
75.815	36.03953	2695	15.68627	9.803922		36	2750	16	10
75.875	36.03953	2683	15.68627	9.803922		36	2625	16	10
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
						0	0	0	0
